,-2.66667,-2.58333,-2.5,-2.41667,-2.33333,-2.25,-2.16667,-2.08333,-2,-1.91667,-1.83333,-1.75,-1.66667,-1.58333,-1.5,-1.41667,-1.33333,-1.25,-1.16667,-1.08333,-1,-0.916667,-0.833333,-0.75,-0.666667,-0.583333,-0.5,-0.416667,-0.333333,-0.25,-0.166667,-0.0833333,0,0.0833333,0.166667,0.25,0.333333,0.416667,0.5,0.583333,0.666667,0.75,0.833333,0.916667,1,1.08333,1.16667,1.25,1.33333,1.41667,1.5,1.58333,1.66667,1.75,1.83333,1.91667,2,2.08333,2.16667,2.25,2.33333,2.41667,2.5,2.58333,
6,4.50834e-09,3.69131e-09,3.23742e-09,2.81899e-09,2.61104e-09,2.4558e-09,2.04047e-09,1.88904e-09,2.24206e-09,3.749e-09,7.71658e-09,1.38949e-08,2.26845e-08,3.38043e-08,4.74121e-08,6.48534e-08,8.2016e-08,9.65818e-08,1.10303e-07,1.2035e-07,1.23396e-07,1.1531e-07,9.66069e-08,6.70943e-08,3.54596e-08,1.30268e-08,2.02264e-09,1.2544e-09,3.93488e-09,4.27872e-09,6.44765e-09,3.92404e-09,6.93382e-09,5.59577e-09,4.92742e-09,4.42743e-09,5.1816e-09,7.76368e-09,3.87834e-09,8.09199e-09,1.20021e-09,3.58525e-09,1.2817e-09,7.99057e-10,1.72411e-09,3.14737e-09,4.08463e-09,5.20918e-09,7.55179e-09,1.09161e-08,3.07073e-08,6.77815e-08,3.38835e-08,1.62642e-08,3.41838e-08,3.02689e-08,4.67172e-09,1.44837e-08,8.92164e-08,1.63948e-07,1.5117e-07,1.45777e-07,2.16336e-07,1.89201e-07,
5.8125,1.86373e-08,1.14871e-08,8.02253e-09,7.14465e-09,7.05719e-09,7.6753e-09,8.88701e-09,9.91642e-09,1.13011e-08,1.4365e-08,2.01998e-08,3.12798e-08,4.61366e-08,6.44648e-08,8.83672e-08,1.17568e-07,1.50297e-07,1.83168e-07,2.13223e-07,2.37511e-07,2.48145e-07,2.36399e-07,1.97163e-07,1.36207e-07,7.24049e-08,2.7044e-08,6.74079e-09,5.65395e-09,9.29792e-09,1.01858e-08,1.17412e-08,9.34982e-09,1.10254e-08,1.20182e-08,1.02861e-08,1.26603e-08,1.14812e-08,1.786e-08,1.43108e-08,1.1549e-08,1.05349e-08,2.46708e-09,3.32174e-09,3.93144e-10,5.27152e-10,6.81044e-10,2.48484e-09,3.39981e-09,4.11332e-09,5.88803e-09,1.29962e-09,2.43784e-08,4.0012e-08,1.16206e-08,1.01895e-08,2.11557e-08,1.54208e-08,4.65538e-09,4.96268e-08,1.39091e-07,1.69086e-07,1.46093e-07,1.76527e-07,1.70204e-07,
5.625,7.59545e-08,5.21937e-08,2.90209e-08,1.72847e-08,1.62202e-08,1.83313e-08,2.11879e-08,2.61876e-08,3.3443e-08,4.37367e-08,5.96788e-08,8.14804e-08,1.11052e-07,1.45744e-07,1.83623e-07,2.31579e-07,2.89536e-07,3.53062e-07,4.10792e-07,4.5608e-07,4.74468e-07,4.50574e-07,3.80163e-07,2.68523e-07,1.4853e-07,6.32035e-08,2.63621e-08,2.14103e-08,2.31856e-08,2.25704e-08,2.11436e-08,1.8428e-08,2.04184e-08,2.26988e-08,2.25349e-08,2.65232e-08,3.21181e-08,3.84361e-08,3.98489e-08,2.99789e-08,2.33117e-08,1.04766e-08,5.43105e-09,2.57501e-09,1.48323e-10,7.88915e-10,2.6697e-10,1.5842e-09,2.0953e-09,4.72093e-09,5.74926e-09,1.01723e-09,1.94374e-08,1.52178e-08,2.81952e-09,8.92915e-09,2.0598e-08,1.65743e-08,3.10862e-08,1.04255e-07,1.65489e-07,1.54576e-07,1.54599e-07,1.5095e-07,
5.4375,2.27371e-07,2.08845e-07,1.43692e-07,7.43077e-08,3.68074e-08,3.28802e-08,3.96303e-08,4.49248e-08,5.33798e-08,7.08673e-08,9.92521e-08,1.4105e-07,1.93435e-07,2.54097e-07,3.22117e-07,3.99127e-07,4.99219e-07,6.2063e-07,7.41642e-07,8.30386e-07,8.63401e-07,8.29999e-07,7.16818e-07,5.25916e-07,3.14672e-07,1.59855e-07,8.82551e-08,6.73468e-08,5.74937e-08,4.61763e-08,3.65843e-08,3.30409e-08,3.77718e-08,4.15814e-08,4.47771e-08,5.58726e-08,7.42954e-08,9.17425e-08,9.40921e-08,7.92799e-08,5.28692e-08,3.21782e-08,1.29526e-08,5.67469e-09,2.59757e-09,2.12075e-10,3.85647e-10,4.08326e-10,7.42743e-10,1.143e-09,7.0644e-09,5.17005e-09,3.08522e-09,9.78297e-09,3.19424e-09,1.29982e-09,1.45212e-08,2.73542e-08,3.30566e-08,7.76473e-08,1.46801e-07,1.58131e-07,1.44646e-07,1.34857e-07,
5.25,4.67004e-07,5.85201e-07,5.54996e-07,3.8731e-07,1.92606e-07,7.56009e-08,5.06094e-08,5.99797e-08,6.31785e-08,6.72865e-08,8.80878e-08,1.28945e-07,1.91407e-07,2.72914e-07,3.72395e-07,5.02686e-07,6.78672e-07,9.04208e-07,1.14303e-06,1.33132e-06,1.4229e-06,1.3994e-06,1.24128e-06,9.47614e-07,6.09189e-07,3.56245e-07,2.34849e-07,1.81388e-07,1.34887e-07,8.74758e-08,5.81407e-08,5.51419e-08,6.64479e-08,7.35742e-08,8.24861e-08,1.12661e-07,1.62102e-07,2.08808e-07,2.18268e-07,1.88289e-07,1.31648e-07,7.5401e-08,3.70704e-08,1.53235e-08,5.22199e-09,1.90413e-09,1.00537e-09,5.51365e-10,4.4074e-10,6.66071e-12,2.31326e-09,9.02561e-09,2.50763e-09,2.79806e-09,3.20808e-09,1.42773e-10,6.36083e-09,2.73412e-08,4.14319e-08,6.6126e-08,1.24657e-07,1.53587e-07,1.39982e-07,1.23123e-07,
5.0625,6.77528e-07,1.10664e-06,1.43607e-06,1.41021e-06,1.0104e-06,4.98064e-07,1.55985e-07,4.83452e-08,4.96751e-08,5.06518e-08,4.83305e-08,7.19321e-08,1.27859e-07,2.1808e-07,3.59242e-07,5.72044e-07,8.73877e-07,1.24706e-06,1.62258e-06,1.90469e-06,2.04363e-06,2.03603e-06,1.85202e-06,1.48192e-06,1.03842e-06,7.0966e-07,5.5066e-07,4.39678e-07,2.93646e-07,1.5007e-07,8.02618e-08,8.49799e-08,1.11228e-07,1.23237e-07,1.43339e-07,2.17096e-07,3.39284e-07,4.53925e-07,4.91052e-07,4.25378e-07,3.03912e-07,1.81506e-07,9.15827e-08,3.79117e-08,1.64811e-08,6.80599e-09,1.20144e-09,1.59693e-09,6.98096e-10,3.03967e-10,1.67497e-09,5.13119e-09,6.26555e-09,6.95824e-10,1.65777e-09,1.42127e-09,2.86932e-09,2.11833e-08,4.54205e-08,6.54846e-08,1.07668e-07,1.43805e-07,1.36298e-07,1.15274e-07,
4.875,7.2461e-07,1.43734e-06,2.47023e-06,3.34039e-06,3.40718e-06,2.52518e-06,1.26881e-06,3.60311e-07,2.75376e-08,1.44003e-08,4.29763e-08,7.48751e-08,1.90508e-07,4.36513e-07,8.18497e-07,1.34326e-06,1.97485e-06,2.59382e-06,3.03164e-06,3.19765e-06,3.1568e-06,3.03406e-06,2.84267e-06,2.47612e-06,1.96498e-06,1.53965e-06,1.27758e-06,9.8777e-07,5.79312e-07,2.23281e-07,8.94767e-08,1.22709e-07,1.78758e-07,1.94182e-07,2.35836e-07,4.05558e-07,6.88758e-07,9.54527e-07,1.05002e-06,9.26579e-07,6.74367e-07,4.09946e-07,2.11651e-07,1.00379e-07,4.23797e-08,1.36545e-08,7.43262e-09,3.05698e-09,1.46263e-09,1.45971e-09,1.60159e-09,3.18081e-09,6.15951e-09,1.47246e-09,5.22617e-10,1.7598e-09,3.50127e-09,1.58125e-08,4.36764e-08,6.79216e-08,9.8592e-08,1.3289e-07,1.32123e-07,1.10075e-07,
4.6875,7.13392e-07,1.32087e-06,2.82852e-06,5.2041e-06,7.39057e-06,7.84483e-06,6.03386e-06,3.15717e-06,9.67431e-07,1.38898e-07,1.22818e-07,2.19756e-07,3.24907e-07,7.37858e-07,1.70163e-06,3.20552e-06,4.97655e-06,6.48281e-06,7.16283e-06,6.87301e-06,6.09514e-06,5.53407e-06,5.36842e-06,5.10618e-06,4.38201e-06,3.47754e-06,2.71231e-06,1.9221e-06,9.85662e-07,2.69643e-07,7.26572e-08,1.85245e-07,2.86076e-07,2.89634e-07,3.73095e-07,7.49744e-07,1.36908e-06,1.94286e-06,2.16817e-06,1.93673e-06,1.41606e-06,8.78759e-07,4.77535e-07,2.28879e-07,9.6467e-08,4.4522e-08,1.90924e-08,8.01312e-09,3.8414e-09,2.16849e-09,6.11443e-10,6.16623e-09,3.04809e-09,2.54772e-09,3.47744e-10,1.18306e-09,4.89894e-09,1.39893e-08,3.97018e-08,6.89986e-08,9.5385e-08,1.23949e-07,1.27478e-07,1.06413e-07,
4.5,1.04667e-06,1.20356e-06,2.15969e-06,5.18541e-06,1.04522e-05,1.57007e-05,1.73413e-05,1.38431e-05,7.64709e-06,2.76006e-06,8.71461e-07,7.71585e-07,8.20914e-07,7.84566e-07,1.47515e-06,3.58228e-06,6.97386e-06,1.05343e-05,1.26198e-05,1.22879e-05,1.03392e-05,8.75284e-06,8.59704e-06,8.83876e-06,7.97727e-06,6.12659e-06,4.36743e-06,2.88515e-06,1.35407e-06,2.42352e-07,5.22989e-08,3.46934e-07,4.88681e-07,4.21816e-07,5.96365e-07,1.40729e-06,2.69054e-06,3.85547e-06,4.31664e-06,3.86839e-06,2.84964e-06,1.78734e-06,9.90174e-07,4.95935e-07,2.33676e-07,1.01218e-07,4.44183e-08,2.33117e-08,1.03424e-08,3.04443e-09,6.33012e-09,5.27445e-09,2.43107e-09,3.29323e-09,3.95254e-10,9.84266e-10,5.26645e-09,1.46615e-08,3.66775e-08,6.81183e-08,9.46971e-08,1.18073e-07,1.2281e-07,1.03574e-07,
