,-2.66667,-2.58333,-2.5,-2.41667,-2.33333,-2.25,-2.16667,-2.08333,-2,-1.91667,-1.83333,-1.75,-1.66667,-1.58333,-1.5,-1.41667,-1.33333,-1.25,-1.16667,-1.08333,-1,-0.916667,-0.833333,-0.75,-0.666667,-0.583333,-0.5,-0.416667,-0.333333,-0.25,-0.166667,-0.0833333,0,0.0833333,0.166667,0.25,0.333333,0.416667,0.5,0.583333,0.666667,0.75,0.833333,0.916667,1,1.08333,1.16667,1.25,1.33333,1.41667,1.5,1.58333,1.66667,1.75,1.83333,1.91667,2,2.08333,2.16667,2.25,2.33333,2.41667,2.5,2.58333,
6,4.33666e-09,3.64142e-09,3.40506e-09,2.89537e-09,2.52256e-09,2.36285e-09,2.12531e-09,1.94868e-09,2.16598e-09,3.84093e-09,7.61154e-09,1.36904e-08,2.28738e-08,3.38888e-08,4.80347e-08,6.4112e-08,8.14448e-08,9.73827e-08,1.10847e-07,1.1998e-07,1.22552e-07,1.15806e-07,9.68897e-08,6.75859e-08,3.62584e-08,1.26383e-08,1.81272e-09,1.00697e-09,3.40524e-09,5.78973e-09,4.27263e-09,5.9382e-09,6.76629e-09,3.56616e-09,5.70077e-09,4.91542e-09,6.69961e-09,3.53157e-09,8.70425e-09,3.44537e-09,4.02314e-09,3.26183e-09,2.48234e-10,1.42946e-09,7.44624e-10,4.11415e-09,4.58049e-09,4.70887e-09,7.51414e-09,1.2439e-08,2.35883e-08,5.99738e-08,4.61336e-08,1.58226e-08,2.90975e-08,3.10549e-08,1.15406e-08,1.96968e-09,4.37485e-08,1.15021e-07,1.25643e-07,9.81932e-08,1.48077e-07,1.60164e-07,
5.8125,1.8711e-08,1.12234e-08,7.91133e-09,7.22657e-09,7.17354e-09,7.73269e-09,8.81754e-09,9.90185e-09,1.14298e-08,1.42199e-08,2.01799e-08,3.11124e-08,4.58554e-08,6.53148e-08,8.8849e-08,1.16569e-07,1.49658e-07,1.83533e-07,2.14995e-07,2.37321e-07,2.47378e-07,2.35691e-07,1.97077e-07,1.37044e-07,7.36685e-08,2.7378e-08,6.84049e-09,5.17391e-09,9.01904e-09,1.11618e-08,9.75963e-09,1.05429e-08,1.24776e-08,8.92527e-09,1.20943e-08,1.16329e-08,1.38572e-08,1.55159e-08,1.36767e-08,1.48717e-08,5.76592e-09,6.52162e-09,1.45699e-09,6.08026e-10,5.91747e-10,4.54212e-10,2.94079e-09,3.0453e-09,3.76525e-09,5.75796e-09,3.27638e-09,1.40599e-08,3.79221e-08,1.82236e-08,8.39169e-09,1.63752e-08,1.67834e-08,3.78486e-09,1.73502e-08,8.24748e-08,1.29987e-07,1.10218e-07,1.21056e-07,1.36535e-07,
5.625,7.58761e-08,5.23759e-08,2.86927e-08,1.7097e-08,1.60238e-08,1.83699e-08,2.15092e-08,2.62707e-08,3.3269e-08,4.37606e-08,5.93346e-08,8.15368e-08,1.11596e-07,1.45512e-07,1.84053e-07,2.31531e-07,2.88771e-07,3.52692e-07,4.12538e-07,4.57014e-07,4.74006e-07,4.51215e-07,3.79194e-07,2.67004e-07,1.49638e-07,6.519e-08,2.71566e-08,2.10694e-08,2.35709e-08,2.27421e-08,1.90384e-08,1.9617e-08,2.22147e-08,2.02742e-08,2.31039e-08,2.70169e-08,3.18656e-08,3.96029e-08,3.71596e-08,3.21116e-08,2.24179e-08,1.04406e-08,6.6219e-09,1.36192e-09,6.70192e-10,4.6758e-10,5.80654e-10,1.45577e-09,1.73758e-09,3.12981e-09,6.21111e-09,1.13272e-10,1.14725e-08,1.74153e-08,5.08946e-09,5.0115e-09,1.43337e-08,1.51068e-08,1.32679e-08,5.31943e-08,1.15083e-07,1.19764e-07,1.10699e-07,1.17132e-07,
5.4375,2.26504e-07,2.08541e-07,1.44099e-07,7.41011e-08,3.65009e-08,3.24667e-08,3.94998e-08,4.53154e-08,5.36553e-08,7.04895e-08,9.92014e-08,1.41147e-07,1.93865e-07,2.55073e-07,3.20937e-07,3.98798e-07,5.00124e-07,6.21639e-07,7.40433e-07,8.28358e-07,8.66052e-07,8.34353e-07,7.1558e-07,5.22547e-07,3.14671e-07,1.61923e-07,8.91349e-08,6.82153e-08,5.89821e-08,4.55943e-08,3.42139e-08,3.46014e-08,3.95155e-08,3.97863e-08,4.46565e-08,5.61463e-08,7.47904e-08,9.10332e-08,9.49261e-08,7.7909e-08,5.50775e-08,3.00141e-08,1.46805e-08,5.4907e-09,1.57669e-09,1.33722e-09,2.57097e-10,4.25092e-10,3.67095e-10,5.60926e-10,4.46632e-09,6.14456e-09,6.29151e-10,7.47827e-09,5.3547e-09,7.56774e-10,6.55853e-09,1.94507e-08,2.18065e-08,3.92535e-08,9.32651e-08,1.19684e-07,1.08373e-07,1.0374e-07,
5.25,4.69102e-07,5.84042e-07,5.53958e-07,3.87995e-07,1.92719e-07,7.52866e-08,5.03092e-08,5.96677e-08,6.34372e-08,6.75362e-08,8.77059e-08,1.29292e-07,1.92486e-07,2.7277e-07,3.71837e-07,5.01543e-07,6.79862e-07,9.06739e-07,1.14135e-06,1.32756e-06,1.42318e-06,1.40418e-06,1.24331e-06,9.4658e-07,6.08019e-07,3.56316e-07,2.34616e-07,1.83856e-07,1.37381e-07,8.64051e-08,5.58657e-08,5.68933e-08,6.8211e-08,7.19768e-08,8.21964e-08,1.12195e-07,1.62988e-07,2.0807e-07,2.19658e-07,1.88059e-07,1.31253e-07,7.69199e-08,3.57049e-08,1.63489e-08,5.57161e-09,1.33177e-09,1.82041e-09,2.10659e-10,5.65758e-11,1.782e-10,4.52768e-10,7.08629e-09,3.68643e-09,1.11843e-09,3.38444e-09,1.04868e-09,1.38948e-09,1.53506e-08,2.90557e-08,3.86841e-08,7.5646e-08,1.1157e-07,1.07416e-07,9.54636e-08,
5.0625,6.78481e-07,1.11002e-06,1.43527e-06,1.40757e-06,1.01057e-06,4.98784e-07,1.55867e-07,4.82815e-08,4.94576e-08,5.06633e-08,4.85439e-08,7.19155e-08,1.27967e-07,2.19282e-07,3.58623e-07,5.69613e-07,8.73444e-07,1.25023e-06,1.62468e-06,1.90248e-06,2.04153e-06,2.03597e-06,1.85555e-06,1.48521e-06,1.03839e-06,7.07723e-07,5.49487e-07,4.43434e-07,2.95394e-07,1.48735e-07,7.89419e-08,8.65586e-08,1.12671e-07,1.21861e-07,1.42999e-07,2.16254e-07,3.40094e-07,4.53632e-07,4.90446e-07,4.29889e-07,3.03946e-07,1.80097e-07,9.25832e-08,3.97056e-08,1.47443e-08,6.79633e-09,2.44831e-09,1.13536e-09,2.12308e-10,1.28171e-10,8.21684e-10,3.15478e-09,5.79766e-09,1.22578e-09,9.77527e-10,1.66863e-09,8.58956e-10,9.67329e-09,2.95245e-08,4.29728e-08,6.62937e-08,1.00541e-07,1.04781e-07,9.03927e-08,
4.875,7.20972e-07,1.43733e-06,2.47541e-06,3.34133e-06,3.402e-06,2.52338e-06,1.27048e-06,3.60571e-07,2.74338e-08,1.43368e-08,4.27823e-08,7.52695e-08,1.9094e-07,4.34819e-07,8.17716e-07,1.34365e-06,1.97348e-06,2.59314e-06,3.03554e-06,3.20224e-06,3.15444e-06,3.03247e-06,2.84676e-06,2.48021e-06,1.96596e-06,1.53824e-06,1.27888e-06,9.91857e-07,5.78364e-07,2.21966e-07,8.92334e-08,1.24191e-07,1.79348e-07,1.933e-07,2.35711e-07,4.04543e-07,6.891e-07,9.53516e-07,1.05184e-06,9.31742e-07,6.75118e-07,4.0985e-07,2.13966e-07,9.79333e-08,4.30073e-08,1.57239e-08,6.13202e-09,3.56553e-09,9.88356e-10,2.72484e-10,2.29406e-09,1.16218e-09,4.88334e-09,2.35377e-09,2.36078e-10,1.24574e-09,2.14164e-09,7.03643e-09,2.57325e-08,4.55955e-08,6.33701e-08,9.08245e-08,1.00282e-07,8.68345e-08,
4.6875,7.11872e-07,1.31591e-06,2.82583e-06,5.20945e-06,7.3941e-06,7.83852e-06,6.02916e-06,3.1596e-06,9.685e-07,1.38134e-07,1.22994e-07,2.19641e-07,3.25096e-07,7.37317e-07,1.69822e-06,3.20473e-06,4.97843e-06,6.48269e-06,7.16473e-06,6.8741e-06,6.09602e-06,5.53726e-06,5.37131e-06,5.10874e-06,4.38412e-06,3.47849e-06,2.71756e-06,1.92567e-06,9.8333e-07,2.69015e-07,7.2594e-08,1.86921e-07,2.8644e-07,2.89178e-07,3.72838e-07,7.4852e-07,1.37047e-06,1.94193e-06,2.1676e-06,1.94373e-06,1.42249e-06,8.77824e-07,4.76428e-07,2.31907e-07,9.79636e-08,4.09636e-08,2.08129e-08,7.91735e-09,3.57271e-09,2.09704e-09,6.40151e-10,3.38417e-09,3.54254e-09,2.04594e-09,6.89549e-10,5.27686e-10,2.83515e-09,7.12458e-09,2.19321e-08,4.48921e-08,6.31467e-08,8.41221e-08,9.50015e-08,8.37951e-08,
4.5,1.04948e-06,1.20257e-06,2.1543e-06,5.17835e-06,1.04527e-05,1.57059e-05,1.73374e-05,1.38355e-05,7.64941e-06,2.76236e-06,8.69625e-07,7.73053e-07,8.21214e-07,7.83168e-07,1.47335e-06,3.58089e-06,6.97547e-06,1.05363e-05,1.26201e-05,1.22888e-05,1.03386e-05,8.75278e-06,8.59628e-06,8.84094e-06,7.97891e-06,6.13027e-06,4.37472e-06,2.88519e-06,1.35283e-06,2.43622e-07,5.18284e-08,3.49289e-07,4.90241e-07,4.21831e-07,5.95454e-07,1.40555e-06,2.69254e-06,3.85553e-06,4.31822e-06,3.87586e-06,2.85226e-06,1.79146e-06,9.9499e-07,4.94133e-07,2.2834e-07,1.06319e-07,4.54434e-08,2.2438e-08,1.05537e-08,4.41642e-09,1.55135e-09,6.75791e-09,1.4069e-09,2.37003e-09,8.6989e-10,2.65699e-10,2.69229e-09,7.78891e-09,2.00764e-08,4.22744e-08,6.29613e-08,8.01388e-08,9.00452e-08,8.0918e-08,
