-852.768 1.815673584075125E-13 -27.75635549715827 -5.852074749939265E-8 -1.6197707549894593E-8
-849.436875 1.2357446604493884E-11 -25.917458234162364 2.5674524557914605E-7 -4.3014125911421956E-7
-846.1057500000001 3.6358522472738824E-13 -27.483561204761106 -7.357439720066698E-8 -4.438517393534286E-8
-842.774625 4.204644121342033E-12 -28.588672740067228 -2.4721425862059763E-7 1.5578120132308735E-7
-839.4435000000001 3.890189185355722E-13 -27.05201860757075 -4.9923683626512504E-8 -7.35345983629605E-8
-836.112375 3.0188689234941405E-12 -26.075633623943094 9.182693404850999E-8 -2.299374734775705E-7
-832.78125 4.546719720873849E-13 -26.649170945153944 -1.8485348809014166E-8 -9.429317900775458E-8
-829.4501250000001 4.694172913420632E-13 -28.11854905069878 -9.721930769819361E-8 8.985961508601518E-9
-826.119 4.918541263660671E-13 -26.251448761154844 2.0259914121835846E-8 -9.786468441070377E-8
-822.787875 2.2701459243422804E-12 -25.851651954959795 1.2192893482399577E-7 -1.767275555312958E-7
-819.45675 5.381145106422392E-13 -25.744073156852433 6.825855332359101E-8 -7.917151445042999E-8
-816.125625 4.601047081105412E-14 -24.582810663801673 2.9183563380053295E-8 9.090815389513437E-9
-812.7945 8.45623127413882E-13 -25.177759961368288 1.2545776219088776E-7 -3.784455619741897E-8
-809.463375 2.485425487892913E-12 -25.195955405707327 2.138686122522526E-7 -6.87832813059975E-8
-806.13225 1.725831075262744E-12 -24.75227220623508 1.8556452414709598E-7 2.4735275661626323E-8
-802.8011250000001 1.932282878770117E-12 -24.26057701026446 1.6073245586172052E-7 1.1577335630762693E-7
-799.47 3.260235538567927E-12 -24.443682675353088 2.326739252139615E-7 1.0985283083635397E-7
-796.138875 4.8197017379759854E-12 -24.502438764094492 2.9025536894445173E-7 1.1672324811463864E-7
-792.80775 5.298065816864792E-12 -24.14733235793768 2.427823659071301E-7 2.2055212572145722E-7
-789.476625 6.861740900273513E-12 -23.828756293655587 1.8377792123949208E-7 3.249082296978987E-7
-786.1455000000001 7.901420644420377E-12 -23.810592139193766 1.9084471419985537E-7 3.521796381962722E-7
-782.814375 8.72889500772914E-12 -23.741424437374114 1.745265832111705E-7 3.83139651167478E-7
-779.48325 1.15499919363277E-11 -23.437735195941524 5.977547083011978E-8 4.80593106461437E-7
-776.1521250000001 1.5842469873529155E-11 -23.18519003755594 -7.285396126295835E-8 5.62495718411401E-7
-772.821 1.6585634659192487E-11 -23.047495521246702 -1.5283581936021949E-7 5.598585620010943E-7
-769.489875 1.714461600878088E-11 -22.873335288371386 -2.516734742796662E-7 5.33677764226268E-7
-766.15875 2.3127526524940984E-11 -22.636170314664973 -4.2975422373685727E-7 5.338129736317294E-7
-762.827625 3.037228634624114E-11 -22.421153382989253 -6.116680670622672E-7 4.925694999753813E-7
-759.4965 3.226593443061084E-11 -22.19524686065089 -7.281471705399123E-7 3.5357895829692216E-7
-756.165375 3.5656833089038455E-11 -21.94520588825661 -8.336223335386586E-7 1.7072882136395116E-7
-752.83425 4.665202282886495E-11 -21.734148109108766 -9.73279808574421E-7 -8.806191197938482E-9
-749.5031250000001 5.927668637414846E-11 -21.526934291310788 -1.0715841357055897E-6 -2.354241011309558E-7
-746.172 6.993543092470768E-11 -21.264694908184783 -1.0578603364802202E-6 -5.487194871515558E-7
-742.840875 8.58279013650992E-11 -21.001740666231786 -9.736180637010357E-7 -8.916018815645079E-7
-739.50975 1.079699558253537E-10 -20.78856163797444 -8.557165383960435E-7 -1.2084156984589927E-6
-736.178625 1.341935268531792E-10 -20.568152592588937 -6.36376320074312E-7 -1.5231743400730208E-6
-732.8475000000001 1.713373423608141E-10 -20.310763050161444 -2.572654014001134E-7 -1.8474630484324293E-6
-729.516375 2.2126999513228875E-10 -20.063272056637274 2.3086235578498388E-7 -2.1071254954558837E-6
-726.18525 2.741116188625775E-10 -19.83876456113226 7.726242320682893E-7 -2.229208135730816E-6
-722.8541250000001 3.3786786161645306E-10 -19.608677039356778 1.3996144960345193E-6 -2.2140638414516762E-6
-719.523 4.3178580499700115E-10 -19.370927466193386 2.1272042722641192E-6 -2.059895617496597E-6
-716.191875 5.466881761842695E-10 -19.13785953581342 2.864180215420137E-6 -1.7023318741729571E-6
-712.86075 6.65988312626458E-10 -18.90338901621204 3.5113105709012157E-6 -1.093050168954077E-6
-709.529625 8.114605149320998E-10 -18.666871466954007 4.050682950204583E-6 -2.647572642929697E-7
-706.1985 1.0044476892938177E-9 -18.438079067154565 4.456062798861815E-6 7.352388127164697E-7
-702.867375 1.226499062983378E-9 -18.21083386199807 4.614401809811815E-6 1.900923528056232E-6
-699.53625 1.468172607713016E-9 -17.974833320894717 4.422362320451316E-6 3.202581921623307E-6
-696.2051250000001 1.7516418945455183E-9 -17.737863524695232 3.874254651772696E-6 4.534347949358245E-6
-692.874 2.0821273723592537E-9 -17.50714016840393 2.9815063923802603E-6 5.778569654087579E-6
-689.542875 2.4607123965048565E-9 -17.27357842749455 1.6993156347473312E-6 6.861589233459088E-6
-686.21175 2.9213889546542348E-9 -17.03267026847685 1.435252550957107E-8 7.702189287347486E-6
-682.880625 3.4798015350545247E-9 -16.793379357970572 -1.977153760793572E-6 8.170332644612228E-6
-679.5495000000001 4.118840810213995E-9 -16.559665927027012 -4.15117447644845E-6 8.14911259682861E-6
-676.218375 4.87350457809361E-9 -16.327646040182998 -6.4327713586351385E-6 7.588445790732373E-6
-672.88725 5.802324882025565E-9 -16.097632107343024 -8.721971090217031E-6 6.461702737536983E-6
-669.5561250000001 6.87511322518008E-9 -15.871812335037552 -1.0827938590812009E-5 4.729373789596104E-6
-666.225 8.042313477651498E-9 -15.648351881035929 -1.2553418995508373E-5 2.3926867903114605E-6
-662.893875 9.354079269186218E-9 -15.426456327446754 -1.3774512730762249E-5 -4.6236604156633297E-7
-659.56275 1.0856614446428134E-8 -15.207449800278667 -1.4376941237580341E-5 -3.7102770340892114E-6
-656.231625 1.2500070133109764E-8 -14.989182318591267 -1.4198687336518324E-5 -7.2272486258405935E-6
-652.9005 1.4269067293121373E-8 -14.768642677260008 -1.3113541906277633E-5 -1.0853269230290655E-5
