300, 1.356847533110093
300.5, 1.349061911567428
301, 1.342545950787118
301.5, 1.347347505334926
302, 1.348171573916462
302.5, 1.349836664968331
303, 1.349459254707633
303.5, 1.359832922453946
304, 1.373736603033083
304.5, 1.376659646244998
305, 1.370993004443106
305.5, 1.375961222921061
306, 1.377887012429432
306.5, 1.381929568201946
307, 1.383502480027743
307.5, 1.385710973166957
308, 1.394780224881541
308.5, 1.387394214534587
309, 1.383169555758523
309.5, 1.366154946597224
310, 1.357959345724994
310.5, 1.358266253594132
311, 1.354706905394868
311.5, 1.349412185291022
312, 1.338521596588189
312.5, 1.324880513109276
313, 1.31985695230631
313.5, 1.310904531864932
314, 1.297586911402773
314.5, 1.299007900230061
315, 1.287472285487775
315.5, 1.274295205942173
316, 1.265347063375137
316.5, 1.255251082804262
317, 1.249525262467024
317.5, 1.241170330810405
318, 1.241557814451109
318.5, 1.232267116359448
319, 1.226175303174134
319.5, 1.228089446689297
320, 1.227886516071415
320.5, 1.227665622028741
321, 1.229217880888251
321.5, 1.241531022340972
322, 1.243903897917267
322.5, 1.240044446675746
323, 1.247243007604499
323.5, 1.252840799691732
324, 1.254879102486282
324.5, 1.259327090164748
325, 1.259077276204402
325.5, 1.251254430012513
326, 1.251589016216228
326.5, 1.248142684591303
327, 1.245650650327192
327.5, 1.236214272582263
328, 1.231381800151995
328.5, 1.231313676309004
329, 1.225716916037469
329.5, 1.224064620325558
330, 1.222348735335219
330.5, 1.222831237459841
331, 1.221121662929125
331.5, 1.220127354334581
332, 1.215322368203916
332.5, 1.211370717983975
333, 1.210865333025743
333.5, 1.21233240908941
334, 1.208370920521302
334.5, 1.207029558987079
335, 1.202244344326776
335.5, 1.197373711476211
336, 1.195408256170736
336.5, 1.189981434080864
337, 1.185056841049675
337.5, 1.183747230120759
338, 1.18055061159721
338.5, 1.178387577632901
339, 1.178375097477762
339.5, 1.180806438092971
340, 1.177255083819957
340.5, 1.17855761534188
341, 1.178924854401729
341.5, 1.17825745056642
342, 1.180510518157694
342.5, 1.181095499428512
343, 1.186742631902731
343.5, 1.190878184662729
344, 1.191914985300907
344.5, 1.193120499833727
345, 1.194875218517246
345.5, 1.19412801048704
346, 1.195024437351239
346.5, 1.193151171316654
347, 1.1897107821
347.5, 1.190797507724514
348, 1.18965055743638
348.5, 1.186201905567245
349, 1.179651667130369
349.5, 1.177731568269178
350, 1.178095649028717
350.5, 1.174058966423984
351, 1.172459624472879
351.5, 1.170736039731463
352, 1.16826130164854
352.5, 1.166575695359369
353, 1.164827402481062
353.5, 1.16594237735852
354, 1.166362584632188
354.5, 1.166486718286751
355, 1.166221721790283
355.5, 1.16620251012964
356, 1.165807166897126
356.5, 1.165790618232991
357, 1.162617288208813
357.5, 1.162789916005958
358, 1.161464706109284
358.5, 1.161663620930588
359, 1.157632199849885
359.5, 1.15741473537471
360, 1.156888212783849
360.5, 1.156246637431592
361, 1.152991405699602
361.5, 1.148991333604704
362, 1.146072877158081
362.5, 1.146477275814211
363, 1.144949789021175
363.5, 1.145599000424103
364, 1.14406082494423
364.5, 1.142330397845035
365, 1.140229482920563
365.5, 1.137967777417645
366, 1.138176021653961
366.5, 1.13913204071187
367, 1.140057147960139
367.5, 1.139267530779216
368, 1.138516873283422
368.5, 1.136834201633991
369, 1.133559553077694
369.5, 1.132167973200013
370, 1.133074763258747
370.5, 1.132466690746024
371, 1.130462076702425
371.5, 1.127339585255119
372, 1.122217406072754
372.5, 1.119874918496967
373, 1.117832381804721
373.5, 1.115518965744126
374, 1.111395582737614
374.5, 1.108775949303142
375, 1.106030095813203
375.5, 1.101936304957334
376, 1.096987123537613
376.5, 1.093607419757159
377, 1.088964548364096
377.5, 1.085192694476654
378, 1.081313528493097
378.5, 1.07771113487676
379, 1.074687438584436
379.5, 1.074026535690975
380, 1.073634527840015
380.5, 1.07167794933425
381, 1.071851833124474
381.5, 1.070763229228748
382, 1.070014698866954
382.5, 1.069191857904613
383, 1.06788008224982
383.5, 1.068766880104734
384, 1.067508101971457
384.5, 1.065134940121702
385, 1.063734512237764
385.5, 1.060163226383502
386, 1.054491742620495
386.5, 1.050513946559087
387, 1.045750534595818
387.5, 1.040398746413234
388, 1.034320725883002
388.5, 1.029242220143693
389, 1.02061159289414
389.5, 1.012366154673098
390, 1.007201914019096
390.5, 0.999455783735243
391, 0.992649920922098
391.5, 0.99189816663933
392, 0.992544894327069
392.5, 0.99303930448916
393, 0.996531172376687
393.5, 1.000278097013701
394, 1.004391807525336
394.5, 1.010666836803426
395, 1.016845452009518
395.5, 1.021466358212107
396, 1.026762061215416
396.5, 1.033965556650481
397, 1.038613930541147
397.5, 1.042449373725914
398, 1.046302634201776
398.5, 1.046493422827966
399, 1.047687206661545
399.5, 1.048415695731027
400, 1.048310583230212
400.5, 1.049735449726816
401, 1.051358141898296
401.5, 1.054025342538243
402, 1.058476083602281
402.5, 1.060980255489931
403, 1.062351398061721
403.5, 1.062200814101731
404, 1.063671865101511
404.5, 1.064581581992903
405, 1.066865585507476
405.5, 1.066562063092269
406, 1.067442545058763
406.5, 1.069050128677341
407, 1.06905890386398
407.5, 1.06759996907298
408, 1.066796221026493
408.5, 1.065589791781877
409, 1.064581995080545
409.5, 1.06483169420763
410, 1.066344651943985
410.5, 1.064079892889043
411, 1.064262549959991
411.5, 1.063038226028093
412, 1.063446283474772
412.5, 1.064091534416624
413, 1.063135004075107
413.5, 1.061921416790613
414, 1.061404507794963
414.5, 1.061320547979183
415, 1.060528042565436
415.5, 1.058659811471968
416, 1.056988075652747
