lambda	lamp	measure	lamp/measure	 LambdaCalibSp 	 CalibSpline 	Column 7	Lambda Hammamtsu	 factor interpolated with origin 
250	1.27E-03	3.57E-03	0.356016329	 300.00   	 90 000.00   		208.699	0
250.8056	1.30E-03	3.60E-03	0.36151573	 300.50   	 90 300.25   		209.074	0
251.6112	1.33E-03	3.67E-03	0.363172639	 301.00   	 90 601.00   		209.45	0
252.4168	1.36E-03	3.66E-03	0.372517491	 301.50   	 90 902.25   		209.825	0
253.2224	1.40E-03	3.64E-03	0.385189751	 302.00   	 91 204.00   		210.201	0
254.028	1.44E-03	3.71E-03	0.388221839	 302.50   	 91 506.25   		210.577	0
254.8336	1.49E-03	3.67E-03	0.405741103	 303.00   	 91 809.00   		210.953	0
255.6392	1.54E-03	3.68E-03	0.419392016	 303.50   	 92 112.25   		211.329	0
256.4448	1.61E-03	3.64E-03	0.440779222	 304.00   	 92 416.00   		211.705	0
257.2504	1.67E-03	3.71E-03	0.451445317	 304.50   	 92 720.25   		212.081	0
258.056	1.75E-03	3.67E-03	0.476345159	 305.00   	 93 025.00   		212.457	0
258.8616	1.82E-03	3.71E-03	0.491608437	 305.50   	 93 330.25   		212.834	0
259.6672	1.91E-03	3.71E-03	0.513945621	 306.00   	 93 636.00   		213.21	0
260.4728	1.99E-03	3.72E-03	0.534628865	 306.50   	 93 942.25   		213.587	0
261.2784	2.08E-03	3.73E-03	0.556981963	 307.00   	 94 249.00   		213.963	0
262.084	2.17E-03	3.76E-03	0.576165388	 307.50   	 94 556.25   		214.34	0
262.8896	2.26E-03	3.76E-03	0.600323718	 308.00   	 94 864.00   		214.716	0
263.6952	2.35E-03	3.80E-03	0.620418273	 308.50   	 95 172.25   		215.093	0
264.5008	2.45E-03	3.79E-03	0.647983474	 309.00   	 95 481.00   		215.47	0
265.3064	2.56E-03	3.77E-03	0.678640443	 309.50   	 95 790.25   		215.847	0
266.112	2.66E-03	3.77E-03	0.706568488	 310.00   	 96 100.00   		216.223	0
266.9176	2.77E-03	3.87E-03	0.715271255	 310.50   	 96 410.25   		216.6	0
267.7232	2.88E-03	3.84E-03	0.75045783	 311.00   	 96 721.00   		216.977	0
268.5288	3.00E-03	3.84E-03	0.780593323	 311.50   	 97 032.25   		217.355	0
269.3344	3.11E-03	3.89E-03	0.800812229	 312.00   	 97 344.00   		217.732	0
270.14	3.23E-03	3.94E-03	0.820920284	 312.50   	 97 656.25   		218.109	0
270.9456	3.35E-03	3.95E-03	0.849200586	 313.00   	 97 969.00   		218.486	0
271.7512	3.48E-03	3.99E-03	0.872414942	 313.50   	 98 282.25   		218.864	0
272.5568	3.61E-03	4.00E-03	0.902411591	 314.00   	 98 596.00   		219.241	0
273.3624	3.74E-03	4.04E-03	0.9250708	 314.50   	 98 910.25   		219.619	0
274.168	3.87E-03	4.04E-03	0.956585997	 315.00   	 99 225.00   		219.996	0
274.9736	4.01E-03	4.07E-03	0.985077124	 315.50   	 99 540.25   		220.374	0
275.7792	4.15E-03	4.08E-03	1.017841981	 316.00   	 99 856.00   		220.752	0
276.5848	4.29E-03	4.17E-03	1.029165868	 316.50   	 100 172.25   		221.13	0
277.3904	4.44E-03	4.15E-03	1.069860957	 317.00   	 100 489.00   		221.507	0
278.196	4.60E-03	4.23E-03	1.086428997	 317.50   	 100 806.25   		221.885	0
279.0016	4.76E-03	4.26E-03	1.116006387	 318.00   	 101 124.00   		222.263	0
279.8072	4.92E-03	4.24E-03	1.160310155	 318.50   	 101 442.25   		222.641	0
280.6128	5.09E-03	4.27E-03	1.190923298	 319.00   	 101 761.00   		223.02	0
281.4184	5.26E-03	4.27E-03	1.232807357	 319.50   	 102 080.25   		223.398	0
282.224	5.44E-03	4.38E-03	1.241865894	 320.00   	 102 400.00   		223.776	0
283.0296	5.62E-03	4.39E-03	1.279818793	 320.50   	 102 720.25   		224.154	0
283.8352	5.81E-03	4.40E-03	1.319177506	 321.00   	 103 041.00   		224.533	0
284.6408	6.00E-03	4.42E-03	1.356319519	 321.50   	 103 362.25   		224.911	0
285.4464	6.20E-03	4.46E-03	1.387911547	 322.00   	 103 684.00   		225.29	0
286.252	6.40E-03	4.48E-03	1.427985454	 322.50   	 104 006.25   		225.668	0
287.0576	6.60E-03	4.57E-03	1.44461267	 323.00   	 104 329.00   		226.047	0
287.8632	6.82E-03	4.65E-03	1.467735355	 323.50   	 104 652.25   		226.426	0
288.6688	7.05E-03	4.72E-03	1.493769697	 324.00   	 104 976.00   		226.805	0
289.4744	7.28E-03	4.73E-03	1.539551395	 324.50   	 105 300.25   		227.184	0
290.28	7.53E-03	4.73E-03	1.59276919	 325.00   	 105 625.00   		227.563	0
291.0856	7.80E-03	4.78E-03	1.629849283	 325.50   	 105 950.25   		227.942	0
291.8912	8.07E-03	4.88E-03	1.651354287	 326.00   	 106 276.00   		228.321	0
292.6968	8.34E-03	4.85E-03	1.719255507	 326.50   	 106 602.25   		228.7	0
293.5024	8.60E-03	4.93E-03	1.745927528	 327.00   	 106 929.00   		229.079	0
294.308	8.86E-03	4.97E-03	1.782861946	 327.50   	 107 256.25   		229.458	0
295.1136	9.11E-03	5.06E-03	1.800650069	 328.00   	 107 584.00   		229.838	0
295.9192	9.34E-03	5.18E-03	1.802093234	 328.50   	 107 912.25   		230.217	0
296.7248	9.56E-03	5.21E-03	1.835511883	 329.00   	 108 241.00   		230.597	0
297.5304	9.79E-03	5.26E-03	1.860212773	 329.50   	 108 570.25   		230.976	0
298.336	1.00E-02	5.37E-03	1.869122197	 330.00   	 108 900.00   		231.356	0
299.1416	1.03E-02	5.42E-03	1.897250869	 330.50   	 109 230.25   		231.736	0
299.9472	1.06E-02	5.49E-03	1.928445571	 331.00   	 109 561.00   		232.115	0
300.7528	1.09E-02	5.61E-03	1.943771247	 331.50   	 109 892.25   		232.495	0
301.5584	1.13E-02	5.71E-03	1.973016557	 332.00   	 110 224.00   		232.875	0
302.364	1.17E-02	5.75E-03	2.026303074	 332.50   	 110 556.25   		233.255	0
303.1696	1.21E-02	5.89E-03	2.046509355	 333.00   	 110 889.00   		233.635	0
303.9752	1.25E-02	5.96E-03	2.089747173	 333.50   	 111 222.25   		234.015	0
304.7808	1.29E-02	6.04E-03	2.13173709	 334.00   	 111 556.00   		234.395	0
305.5864	1.33E-02	6.16E-03	2.157072207	 334.50   	 111 890.25   		234.775	0
306.392	1.37E-02	6.29E-03	2.175347114	 335.00   	 112 225.00   		235.156	0
307.1976	1.41E-02	6.38E-03	2.206260899	 335.50   	 112 560.25   		235.536	0
308.0032	1.45E-02	6.53E-03	2.2151646	 336.00   	 112 896.00   		235.917	0
308.8088	1.49E-02	6.61E-03	2.246602123	 336.50   	 113 232.25   		236.297	0
309.6144	1.52E-02	6.80E-03	2.24115548	 337.00   	 113 569.00   		236.678	0
310.42	1.56E-02	6.88E-03	2.271828858	 337.50   	 113 906.25   		237.058	0
311.2256	1.60E-02	7.10E-03	2.257762464	 338.00   	 114 244.00   		237.439	0
312.0312	1.64E-02	7.23E-03	2.272210643	 338.50   	 114 582.25   		237.82	0
312.8368	1.68E-02	7.36E-03	2.281726007	 339.00   	 114 921.00   		238.201	0
313.6424	1.72E-02	7.48E-03	2.296716977	 339.50   	 115 260.25   		238.581	0
314.448	1.75E-02	7.70E-03	2.278138127	 340.00   	 115 600.00   		238.962	0
315.2536	1.79E-02	7.84E-03	2.279120925	 340.50   	 115 940.25   		239.343	0
316.0592	1.82E-02	7.89E-03	2.306623133	 341.00   	 116 281.00   		239.724	0
316.8648	1.85E-02	8.14E-03	2.275875957	 341.50   	 116 622.25   		240.106	0
317.6704	1.89E-02	8.28E-03	2.278329531	 342.00   	 116 964.00   		240.487	0
318.476	1.92E-02	8.52E-03	2.25623656	 342.50   	 117 306.25   		240.868	0
319.2816	1.96E-02	8.72E-03	2.248689249	 343.00   	 117 649.00   		241.249	0
320.0872	2.01E-02	8.86E-03	2.264302312	 343.50   	 117 992.25   		241.631	0
320.8928	2.06E-02	9.13E-03	2.252114527	 344.00   	 118 336.00   		242.012	0
321.6984	2.11E-02	9.26E-03	2.277903433	 344.50   	 118 680.25   		242.394	0
322.504	2.17E-02	9.55E-03	2.270896363	 345.00   	 119 025.00   		242.776	0
323.3096	2.23E-02	9.77E-03	2.281147008	 345.50   	 119 370.25   		243.157	0
324.1152	2.29E-02	1.01E-02	2.278030763	 346.00   	 119 716.00   		243.539	0
324.9208	2.35E-02	1.03E-02	2.292117931	 346.50   	 120 062.25   		243.921	0
325.7264	2.41E-02	1.05E-02	2.299477648	 347.00   	 120 409.00   		244.303	0
326.532	2.47E-02	1.07E-02	2.306647815	 347.50   	 120 756.25   		244.685	0
327.3376	2.53E-02	1.11E-02	2.285582271	 348.00   	 121 104.00   		245.067	0
328.1432	2.59E-02	1.13E-02	2.281099123	 348.50   	 121 452.25   		245.449	0
328.9488	2.64E-02	1.16E-02	2.287462873	 349.00   	 121 801.00   		245.831	0
329.7544	2.70E-02	1.20E-02	2.255338132	 349.50   	 122 150.25   		246.213	0
330.56	2.76E-02	1.23E-02	2.231808153	 350.00   	 122 500.00   		246.595	0
331.3656	2.81E-02	1.27E-02	2.205957092	 350.50   	 122 850.25   		246.978	0
332.1712	2.87E-02	1.30E-02	2.200119814	 351.00   	 123 201.00   		247.36	0
332.9768	2.92E-02	1.34E-02	2.182049945	 351.50   	 123 552.25   		247.742	0
333.7824	2.97E-02	1.37E-02	2.166309005	 352.00   	 123 904.00   		248.125	0
334.588	3.02E-02	1.40E-02	2.161378065	 352.50   	 124 256.25   		248.508	0
335.3936	3.07E-02	1.44E-02	2.139491317	 353.00   	 124 609.00   		248.89	0
336.1992	3.12E-02	1.47E-02	2.126782554	 353.50   	 124 962.25   		249.273	0
337.0048	3.17E-02	1.50E-02	2.109980215	 354.00   	 125 316.00   		249.656	0
337.8104	3.23E-02	1.54E-02	2.096382861	 354.50   	 125 670.25   		250.039	0.35628
338.616	3.28E-02	1.59E-02	2.060249831	 355.00   	 126 025.00   		250.422	0.3589
339.4216	3.34E-02	1.62E-02	2.058571182	 355.50   	 126 380.25   		250.805	0.36151
340.2272	3.41E-02	1.67E-02	2.048642416	 356.00   	 126 736.00   		251.188	0.3623
341.0328	3.49E-02	1.70E-02	2.046429129	 356.50   	 127 092.25   		251.571	0.36309
341.8384	3.57E-02	1.75E-02	2.038147925	 357.00   	 127 449.00   		251.954	0.36715
342.644	3.65E-02	1.79E-02	2.039705423	 357.50   	 127 806.25   		252.337	0.37159
343.4496	3.74E-02	1.83E-02	2.044744798	 358.00   	 128 164.00   		252.72	0.37729
344.2552	3.82E-02	1.88E-02	2.034549956	 358.50   	 128 522.25   		253.104	0.38333
345.0608	3.91E-02	1.92E-02	2.031604851	 359.00   	 128 881.00   		253.487	0.38619
345.8664	3.99E-02	1.98E-02	2.016995227	 359.50   	 129 240.25   		253.871	0.38763
346.672	4.07E-02	2.01E-02	2.021075895	 360.00   	 129 600.00   		254.254	0.39314
347.4776	4.15E-02	2.06E-02	2.010367547	 360.50   	 129 960.25   		254.638	0.40149
348.2832	4.23E-02	2.10E-02	2.013958737	 361.00   	 130 321.00   		255.022	0.40893
349.0888	4.30E-02	2.14E-02	2.010027782	 361.50   	 130 682.25   		255.405	0.41542
349.8944	4.38E-02	2.19E-02	1.999062694	 362.00   	 131 044.00   		255.789	0.42337
350.7	4.46E-02	2.24E-02	1.991997398	 362.50   	 131 406.25   		256.173	0.43356
351.5056	4.54E-02	2.28E-02	1.993330598	 363.00   	 131 769.00   		256.557	0.44226
352.3112	4.61E-02	2.32E-02	1.98974948	 363.50   	 132 132.25   		256.941	0.44735
353.1168	4.69E-02	2.35E-02	1.992624542	 364.00   	 132 496.00   		257.325	0.45375
353.9224	4.77E-02	2.39E-02	1.991900964	 364.50   	 132 860.25   		257.709	0.46562
354.728	4.84E-02	2.43E-02	1.989999235	 365.00   	 133 225.00   		258.093	0.47705
355.5336	4.92E-02	2.49E-02	1.977275153	 365.50   	 133 590.25   		258.478	0.48434
356.3392	5.00E-02	2.51E-02	1.986914491	 366.00   	 133 956.00   		258.862	0.49162
357.1448	5.07E-02	2.57E-02	1.971594423	 366.50   	 134 322.25   		259.246	0.50227
357.9504	5.15E-02	2.60E-02	1.978021712	 367.00   	 134 689.00   		259.631	0.51294
358.756	5.23E-02	2.63E-02	1.985862467	 367.50   	 135 056.25   		260.015	0.52288
359.5616	5.32E-02	2.68E-02	1.982037036	 368.00   	 135 424.00   		260.4	0.53276
360.3672	5.41E-02	2.72E-02	1.988744578	 368.50   	 135 792.25   		260.784	0.54326
361.1728	5.50E-02	2.77E-02	1.987938027	 369.00   	 136 161.00   		261.169	0.55395
361.9784	5.59E-02	2.82E-02	1.982170281	 369.50   	 136 530.25   		261.554	0.56354
362.784	5.69E-02	2.87E-02	1.982565552	 370.00   	 136 900.00   		261.939	0.57271
363.5896	5.80E-02	2.92E-02	1.985713681	 370.50   	 137 270.25   		262.324	0.58336
364.3952	5.90E-02	2.96E-02	1.993990899	 371.00   	 137 641.00   		262.709	0.59491
365.2008	6.00E-02	3.03E-02	1.978882902	 371.50   	 138 012.25   		263.094	0.60542
366.0064	6.11E-02	3.08E-02	1.984988227	 372.00   	 138 384.00   		263.479	0.61503
366.812	6.21E-02	3.13E-02	1.984680864	 372.50   	 138 756.25   		263.864	0.62619
367.6176	6.32E-02	3.19E-02	1.983176238	 373.00   	 139 129.00   		264.249	0.63937
368.4232	6.42E-02	3.24E-02	1.984833114	 373.50   	 139 502.25   		264.634	0.65305
