256  256
0.0  1287,537
32,08556
32,25806
32,43243
32,6087
32,78689
32,96703
33,14917
33,33333
33,51955
33,70787
33,89831
34,09091
34,28571
34,48276
34,68208
34,88372
35,08772
35,29412
35,50296
35,71429
35,92814
36,14458
36,36364
36,58537
36,80982
37,03704
37,26708
37,5
37,73585
37,97468
38,21656
38,46154
38,70968
38,96104
39,21569
39,47368
39,7351
40
40,26846
40,54054
40,81633
41,09589
41,37931
41,66667
41,95804
42,25352
42,55319
42,85714
43,16547
43,47826
43,79562
44,11765
44,44444
44,77612
45,11278
45,45455
45,80153
46,15385
46,51163
46,875
47,24409
47,61905
48
48,3871
48,78049
49,18033
49,58678
50
50,42017
50,84746
51,28205
51,72414
52,17391
52,63158
53,09735
53,57143
54,05405
54,54545
55,04587
55,55556
56,07477
56,60377
57,14286
57,69231
58,25243
58,82353
59,40594
60
60,60606
61,22449
61,85567
62,5
63,15789
63,82979
64,51613
65,21739
65,93407
66,66667
67,41573
68,18182
68,96552
69,76744
70,58824
71,42857
72,28916
73,17073
74,07407
75
75,94937
76,92308
77,92208
78,94737
80
81,08108
82,19178
83,33333
84,50704
85,71429
86,95652
88,23529
89,55224
90,90909
92,30769
93,75
95,2381
96,77419
98,36066
100
101,6949
103,4483
105,2632
107,1429
109,0909
111,1111
113,2075
115,3846
117,6471
120
122,449
125
127,6596
130,4348
133,3333
136,3636
139,5349
142,8571
146,3415
150
153,8462
157,8947
162,1622
166,6667
171,4286
176,4706
181,8182
187,5
193,5484
200
206,8966
214,2857
222,2222
230,7692
240
250
260,8696
272,7273
285,7143
300
315,7895
333,3333
352,9412
375
400
428,5714
461,5385
500
545,4545
600
666,6667
750
857,1429
1000
1200
1500
2000
3000
6000
-1,80144E18
-6000
-3000
-2000
-1500
-1200
-1000
-857,1429
-750
-666,6667
-600
-545,4545
-500
-461,5385
-428,5714
-400
-375
-352,9412
-333,3333
-315,7895
-300
-285,7143
-272,7273
-260,8696
-250
-240
-230,7692
-222,2222
-214,2857
-206,8966
-200
-193,5484
-187,5
-181,8182
-176,4706
-171,4286
-166,6667
-162,1622
-157,8947
-153,8462
-150
-146,3415
-142,8571
-139,5349
-136,3636
-133,3333
-130,4348
-127,6596
-125
-122,449
-120
-117,6471
-115,3846
-113,2075
-111,1111
-109,0909
-107,1429
-105,2632
-103,4483
-101,6949
-100
-98,36066
-96,77419
-95,2381
-93,75
-92,30769
-90,90909
-89,55224
-88,23529
-10
-9,921875
-9,84375
-9,765625
-9,6875
-9,609375
-9,53125
