2666,667  5,202191E-8  0  -0,004424313  0,00409937
2400  3,201395E-8  0  -0,004250485  -0,0002595276
2181,818  4,46146E-8  0  -0,001448518  -0,004334435
2000  1,026655E-7  0  0,002433842  -0,005870351
1846,154  1,281327E-7  0  0,005116489  -0,004094872
1714,286  8,383275E-8  0  0,004920701  -0,0001198712
1600  6,825724E-8  0  0,001796405  0,003735876
1500  1,568492E-7  0  -0,002576591  0,005297784
1411,765  2,386816E-7  0  -0,005704428  0,003773739
1333,333  1,86465E-7  0  -0,005707055  0,0001693306
1263,158  1,09165E-7  0  -0,002438073  -0,003344357
1200  1,971687E-7  0  0,002366428  -0,004724519
1142,857  3,647007E-7  0  0,0060251  -0,003246836
1090,909  3,524695E-7  0  0,006421848  0,0001022419
1043,478  1,961868E-7  0  0,003232535  0,003249294
1000  2,219089E-7  0  -0,001844463  0,004291915
960  4,749644E-7  0  -0,006007314  0,002637875
923,0769  5,758166E-7  0  -0,0069155  -0,0006520786
888,8889  3,671566E-7  0  -0,004018241  -0,00351883
857,1429  2,569601E-7  0  0,001112929  -0,004162542
827,5862  5,420392E-7  0  0,00564772  -0,002147395
800  8,23329E-7  0  0,007077446  0,001314633
774,1935  6,449101E-7  0  0,004621328  0,004081191
750  3,485696E-7  0  -0,0003378254  0,004378069
727,2727  5,571754E-7  0  -0,005036052  0,001902495
705,8824  1,044236E-6  0  -0,006884628  -0,001941506
685,7143  1,029509E-6  0  -0,004917258  -0,004839944
666,6667  5,617475E-7  0  -0,0003098868  -0,004945316
648,6486  5,483496E-7  0  0,00431351  -0,002020456
631,5789  1,178867E-6  0  0,006382982  0,002345444
615,3846  1,471241E-6  0  0,004829546  0,005609491
600  9,470245E-7  0  0,0006543438  0,005753162
585,3659  5,909957E-7  0  -0,003691229  0,002507864
571,4286  1,206564E-6  0  -0,005740186  -0,002407151
558,1395  1,896869E-6  0  -0,004421848  -0,006209486
545,4545  1,51959E-6  0  -0,0006380981  -0,006637274
533,3333  7,788435E-7  0  0,003314209  -0,003286655
521,7391  1,141156E-6  0  0,00511883  0,002084614
510,6383  2,207602E-6  0  0,003797699  0,006495046
500  2,236796E-6  0  0,0002550998  0,007411256
489,7959  1,212622E-6  0  -0,003300529  0,004208858
480  1,064951E-6  0  -0,004701651  -0,001422572
470,5882  2,321346E-6  0  -0,003126786  -0,006385684
461,5385  2,987536E-6  0  0,000413387  -0,007900171
452,8302  1,956189E-6  0  0,003698224  -0,005076422
444,4444  1,131325E-6  0  0,00465435  0,0005597132
436,3636  2,23E-6  0  0,002632273  0,005901571
428,5714  3,614605E-6  0  -0,00117102  0,007994844
421,0526  2,975305E-6  0  -0,004411196  0,005693301
413,7931  1,497684E-6  0  -0,005012859  0,0002994539
406,7797  2,016575E-6  0  -0,002458679  -0,005173904
400  3,984098E-6  0  0,001833898  -0,007702232
393,4426  4,167506E-6  0  0,005302392  -0,005943544
387,0968  2,310707E-6  0  0,00575418  -0,0009691645
380,9524  1,85891E-6  0  0,002717016  0,004375781
375  3,998921E-6  0  -0,002192745  0,007105868
369,2308  5,306801E-6  0  -0,006140726  0,00578265
363,6364  3,591484E-6  0  -0,006710372  0,001293595
358,209  1,984996E-6  0  -0,003360048  -0,003709117
352,9412  3,69359E-6  0  0,002168305  -0,006367491
347,8261  6,178053E-6  0  0,006768858  -0,005261743
342,8571  5,288426E-6  0  0,007727855  -0,001189309
338,0282  2,662842E-6  0  0,00431796  0,003358075
333,3333  3,232306E-6  0  -0,001703366  0,005693591
328,7671  6,551875E-6  0  -0,007015655  0,004519182
324,3243  7,170497E-6  0  -0,008586813  0,0006622769
320  4,097925E-6  0  -0,005412954  -0,003459223
315,7895  2,953933E-6  0  0,0008556661  -0,005313796
311,6883  6,323451E-6  0  0,006786977  -0,003788064
307,6923  8,83876E-6  0  0,009070336  0,0001439467
303,7975  6,268779E-6  0  0,0063847  0,004016433
300  3,271099E-6  0  0,0001686792  0,005377994
296,2963  5,658143E-6  0  -0,006158871  0,00330417
292,6829  9,952834E-6  0  -0,009101748  -0,001001185
289,1566  8,94989E-6  0  -0,007043748  -0,004896431
285,7143  4,489724E-6  0  -0,001153181  -0,005891747
282,3529  4,85626E-6  0  0,005279612  -0,003193553
279,0698  1,026934E-5  0  0,008696924  0,001735983
275,8621  1,182965E-5  0  0,007268252  0,005975105
272,7273  6,922805E-6  0  0,001894852  0,00685907
269,6629  4,458818E-6  0  -0,004338177  0,003614658
266,6667  9,624195E-6  0  -0,00793728  -0,002074226
263,7363  1,418768E-5  0  -0,006980284  -0,006951452
260,8696  1,039654E-5  0  -0,002169482  -0,008054228
258,0645  5,091055E-6  0  0,003631264  -0,004489571
255,3191  8,419351E-6  0  0,00708747  0,001934116
252,6316  1,566167E-5  0  0,006320725  0,007638487
250  1,46435E-5  0  0,001954046  0,009283564
247,4227  7,260256E-6  0  -0,003316892  0,005718948
244,898  7,115159E-6  0  -0,00635421  -0,00126053
242,4242  1,573503E-5  0  -0,00543756  -0,007834038
240  1,890335E-5  0  -0,001255008  -0,01027137
237,6238  1,125827E-5  0  0,003552385  -0,007063666
235,2941  6,638399E-6  0  0,006009859  0,0001548671
233,0097  1,439592E-5  0  0,004618248  0,007452186
230,7692  2,215376E-5  0  0,0002659784  0,010768
228,5714  1,66958E-5  0  -0,004309087  0,008198237
226,4151  7,845629E-6  0  -0,006192482  0,001097863
224,2991  1,230809E-5  0  -0,004097677  -0,006641038
222,2222  2,391913E-5  0  0,0007943742  -0,01074838
220,1835  2,318058E-5  0  0,005492949  -0,008963454
218,1818  1,156682E-5  0  0,006989309  -0,002301646
216,2162  1,032533E-5  0  0,00412297  0,005519994
214,2857  2,350655E-5  0  -0,001612359  0,01017581
212,3894  2,948842E-5  0  -0,006852376  0,009157359
210,5263  1,817951E-5  0  -0,008322672  0,003157502
208,6957  9,917926E-6  0  -0,004839415  -0,004365723
206,8966  2,085011E-5  0  0,001853839  -0,009183316
205,1282  3,362312E-5  0  0,007967436  -0,008697688
203,3898  2,648951E-5  0  0,009815816  -0,003378063
201,6807  1,224758E-5  0  0,006014428  0,003580078
200  1,752361E-5  0  -0,001576079  0,008151505
198,3471  3,568065E-5  0  -0,008770572  0,007817965
196,7213  3,63996E-5  0  -0,01138469  0,002985753
195,122  1,864408E-5  0  -0,007663804  -0,003327282
193,5484  1,467507E-5  0  0,0005940312  -0,007328639
192  3,438738E-5  0  0,008921503  -0,006713307
190,4762  4,586231E-5  0  0,01263305  -0,002009534
188,9764  2,969513E-5  0  0,00948506  0,003784312
187,5  1,466501E-5  0  0,001025846  0,007046178
186,0465  2,933346E-5  0  -0,008173364  0,00574837
184,6154  5,073888E-5  0  -0,01302153  0,0007086188
183,2061  4,232527E-5  0  -0,01075984  -0,004891876
181,8182  1,907764E-5  0  -0,002550035  -0,007450985
180,4511  2,424763E-5  0  0,007123122  -0,005187224
179,1045  5,312772E-5  0  0,01292776  0,0006853678
177,7778  5,775515E-5  0  0,01166036  0,006598579
176,4706  3,035345E-5  0  0,004042896  0,008752853
175,1825  2,062705E-5  0  -0,005681143  0,005475047
173,913  5,036179E-5  0  -0,01213113  -0,001621907
172,6619  7,183743E-5  0  -0,01180722  -0,00843787
171,4286  4,873581E-5  0  -0,005032263  -0,01074815
170,2128  2,253188E-5  0  0,004279525  -0,006773656
169,0141  4,305585E-5  0  0,01088321  0,001583255
167,8322  7,881712E-5  0  0,01119054  0,009648636
166,6667  6,827956E-5  0  0,005271327  0,01259883
165,5172  2,96604E-5  0  -0,003268096  0,008320361
164,3836  3,402621E-5  0  -0,009435862  -0,001176414
163,2653  8,006191E-5  0  -0,009769244  -0,01069717
162,1622  9,098339E-5  0  -0,004312483  -0,01472028
161,0738  4,871518E-5  0  0,003485863  -0,01058969
160  3,13078E-5  0  0,008875718  -0,0001984425
158,9404  7,779437E-5  0  0,008652614  0,01088095
157,8947  0,0001138324  0  0,003057008  0,01642368
156,8627  7,869919E-5  0  -0,004403176  0,0130784
155,8442  3,705496E-5  0  -0,009100335  0,002384756
154,8387  6,974618E-5  0  -0,008118802  -0,009926045
153,8462  0,0001265233  3,205174  -0,002061963  -0,01703647
152,8662  0,0001081586  3,666853  0,0052759  -0,01485651
151,8987  4,589227E-5  0  0,009208826  -0,004396401
150,9434  5,594436E-5  0  0,007065203  0,008685072
150  0,0001331555  6,471062  -6,60614E-5  0,01716459
149,0683  0,0001495163  6,917031  -0,007859347  0,01627765
148,1481  7,834817E-5  0  -0,01130751  0,006422128
147,2393  5,172194E-5  0  -0,007821433  -0,007006725
146,3415  0,0001312292  9,669319  0,001005388  -0,01659406
145,4545  0,0001888086  10,1444  0,01011524  -0,01704449
144,5783  0,0001260508  10,64842  0,0138789  -0,008153878
143,7126  5,72825E-5  0  0,00951865  0,005073364
142,8571  0,0001162225  12,81518  -0,0009886828  0,01524056
142,0118  0,0002108549  13,36375  -0,01177093  0,01672202
141,1765  0,0001757132  13,82623  -0,0163307  0,008815113
140,3509  7,507893E-5  0  -0,01140971  -0,003906025
139,5349  0,0001060714  15,95004  0,0008268326  -0,01422707
138,7283  0,0002412118  16,58744  0,01368998  -0,01640441
137,931  0,0002526329  17,01596  0,01960623  -0,009394249
137,1429  0,0001176787  17,64276  0,01451496  0,00264092
136,3636  8,989946E-5  0  0,0004859424  0,01281241
135,5932  0,0002587868  19,80491  -0,01507864  0,01550905
134,8315  0,000357406  20,21536  -0,02338902  0,009587317
134,0782  0,0002102449  20,66144  -0,01924772  -0,001099366
133,3333  6,874437E-5  0  -0,004244983  -0,01010762
132,5967  0,0001968917  23,01696  0,01376113  -0,01229059
131,8681  0,0003860745  23,47671  0,0247687  -0,006835326
131,1475  0,0002941793  23,8522  0,02218079  0,002365102
130,4348  7,755065E-5  0  0,006691595  0,009217997
129,7297  0,000166469  26,29404  -0,01375987  0,009283327
129,0323  0,0004863762  26,79527  -0,02809946  0,002600725
128,3422  0,0005129989  27,1074  -0,02813284  -0,006286228
127,6596  0,0001862272  27,59189  -0,01316511  -0,01118645
126,9841  9,881425E-5  0  0,009389577  -0,008278222
126,3158  0,0004951667  30,07333  0,0278468  0,001230806
125,6545  0,0007668379  30,37144  0,03250438  0,0115816
125  0,0004501164  30,68192  0,02089206  0,01597359
124,3523  8,105838E-5  0  -0,0008874414  0,01106692
123,7113  0,0003068332  33,18701  -0,02148666  -0,0003494488
123,0769  0,00069662  33,50044  -0,03047878  -0,01042906
122,449  0,0004679953  33,59449  -0,0239456  -0,01080104
121,8274  3,059387E-5  0  -0,006402444  0,001913702
121,2121  0,0004637812  31,11959  0,01196214  0,02295654
120,603  0,001482227  31,12341  0,02112138  0,04091475
120  0,001537172  31,23146  0,01680615  0,04352405
119,403  0,0004456328  31,49001  0,002742651  0,02484502
118,8119  0,0001731339  33,89475  -0,01161435  -0,01026893
118,2266  0,001825745  34,40798  -0,01640226  -0,04733447
117,6471  0,003527785  34,64657  -0,006571549  -0,06898205
117,0732  0,003229717  34,98586  0,01595934  -0,06401968
116,5049  0,002328247  35,65781  0,0442263  -0,0339382
115,942  0,003817927  36,41103  0,07069717  0,006999814
115,3846  0,007499415  36,71327  0,09123166  0,03867169
114,8325  0,01025854  36,72025  0,105875  0,04575386
114,2857  0,01103201  36,53757  0,1160313  0,02658476
113,7441  0,01137133  36,27333  0,1201903  -0,004691046
113,2075  0,01037394  36,09844  0,1117379  -0,02427253
112,6761  0,005397151  36,18585  0,08143215  -0,01035587
112,1495  0,002150148  37,39441  0,02421254  0,04553264
111,6279  0,01682453  38,26301  -0,05324195  0,1333493
111,1111  0,05666648  38,39875  -0,1293275  0,2281927
110,5991  0,09996828  38,40339  -0,1723799  0,300896
